	#chr	start	end	gene_id	h2g	n_causal
9141	chr9	88990862	88990863	ENSG00000213694.5	0.0	0
9142	chr9	89311194	89311195	ENSG00000123975.5	0.04	2
9143	chr9	89318505	89318506	ENSG00000187742.14	0.15000000000000002	3
9144	chr9	89449557	89449558	ENSG00000231799.2	0.2	3
9145	chr9	89472236	89472237	ENSG00000225460.1	0.0	0
9146	chr9	89498129	89498130	ENSG00000187764.11	0.19	1
9147	chr9	89605011	89605012	ENSG00000130222.11	0.04	5
9148	chr9	89639813	89639814	ENSG00000237372.3	0.01	1
9149	chr9	90801786	90801787	ENSG00000165025.15	0.0	0
9150	chr9	91107303	91107304	ENSG00000230537.1	0.0	0
9151	chr9	91159572	91159573	ENSG00000235641.4	0.01	4
9152	chr9	91163086	91163087	ENSG00000237422.1	0.0	0
9153	chr9	91361912	91361913	ENSG00000148090.11	0.01	2
9154	chr9	91423831	91423832	ENSG00000165030.4	0.0	0
9155	chr9	91950227	91950228	ENSG00000169071.15	0.02	5
9156	chr9	92109012	92109013	ENSG00000228069.1	0.01	1
9157	chr9	92110167	92110168	ENSG00000238288.1	0.08	4
9158	chr9	92110574	92110575	ENSG00000240791.1	0.01	4
9159	chr9	92110864	92110865	ENSG00000227321.2	0.02	4
9160	chr9	92115412	92115413	ENSG00000090054.15	0.01	1
9161	chr9	92293755	92293756	ENSG00000196305.17	0.03	2
9162	chr9	92325635	92325636	ENSG00000198000.12	0.0	0
9163	chr9	92325952	92325953	ENSG00000188312.14	0.0	0
9164	chr9	92670130	92670131	ENSG00000127080.10	0.05	2
9165	chr9	92764832	92764833	ENSG00000185963.14	0.01	1
9166	chr9	92809387	92809388	ENSG00000187984.12	0.32	3
9167	chr9	92837667	92837668	ENSG00000226721.2	0.0	0
9168	chr9	92841687	92841688	ENSG00000275318.1	0.04	2
9169	chr9	92878037	92878038	ENSG00000127081.14	0.01	3
9170	chr9	92947522	92947523	ENSG00000127084.19	0.0	0
9171	chr9	93058687	93058688	ENSG00000157303.11	0.01	3
9172	chr9	93096216	93096217	ENSG00000165233.18	0.01	1
9173	chr9	93134250	93134251	ENSG00000131669.10	0.0	0
9174	chr9	93184915	93184916	ENSG00000165238.16	0.0	0
9175	chr9	93346413	93346414	ENSG00000204352.3	0.01	5
9176	chr9	93451684	93451685	ENSG00000048828.17	0.01	5
9177	chr9	93453580	93453581	ENSG00000188938.17	0.0	0
9178	chr9	93576583	93576584	ENSG00000197724.11	0.0	0
9179	chr9	94030793	94030794	ENSG00000158079.16	0.13	1
9180	chr9	94166257	94166258	ENSG00000269929.2	0.14	2
9181	chr9	94166265	94166266	ENSG00000269946.2	0.8300000000000001	5
9182	chr9	94259310	94259311	ENSG00000175787.16	0.0	0
9183	chr9	94332475	94332476	ENSG00000232063.1	0.04	2
9184	chr9	94374550	94374551	ENSG00000148110.15	0.03	1
9185	chr9	94555053	94555054	ENSG00000231806.3	0.0	0
9186	chr9	94640248	94640249	ENSG00000165140.10	0.55	1
9187	chr9	94726700	94726701	ENSG00000148120.16	0.01	1
9188	chr9	95426795	95426796	ENSG00000158169.13	0.9500000000000001	3
9189	chr9	95506234	95506235	ENSG00000271155.1	0.0	0
9190	chr9	95517056	95517057	ENSG00000185920.15	0.0	0
9191	chr9	95875700	95875701	ENSG00000182150.15	0.02	2
9192	chr9	95875976	95875977	ENSG00000175611.11	0.27	2
9193	chr9	96027992	96027993	ENSG00000225194.3	0.01	2
9194	chr9	96146006	96146007	ENSG00000224546.2	0.15000000000000002	1
9195	chr9	96302175	96302176	ENSG00000130948.10	0.9500000000000001	3
9196	chr9	96309097	96309098	ENSG00000285269.2	0.01	3
9197	chr9	96383710	96383711	ENSG00000130958.13	0.0	0
9198	chr9	96418369	96418370	ENSG00000165244.7	0.01	3
9199	chr9	96450168	96450169	ENSG00000130956.14	0.35000000000000003	3
9200	chr9	96619829	96619830	ENSG00000081377.16	0.04	2
9201	chr9	96655316	96655317	ENSG00000158122.12	0.03	2
9202	chr9	96725889	96725890	ENSG00000233820.2	0.44	5
9203	chr9	96778128	96778129	ENSG00000081386.12	0.0	0
9204	chr9	96875622	96875623	ENSG00000196597.12	0.26	3
9205	chr9	96910075	96910076	ENSG00000269907.1	0.01	5
9206	chr9	96928309	96928310	ENSG00000188152.12	0.66	1
9207	chr9	96954819	96954820	ENSG00000236745.2	0.68	3
9208	chr9	97013674	97013675	ENSG00000196312.14	0.16	1
9209	chr9	97197686	97197687	ENSG00000242375.1	0.0	0
9210	chr9	97238699	97238700	ENSG00000203279.3	0.01	5
9211	chr9	97307360	97307361	ENSG00000197816.13	0.03	3
9212	chr9	97412095	97412096	ENSG00000196116.8	0.0	0
9213	chr9	97501179	97501180	ENSG00000136842.14	0.02	5
9214	chr9	97633367	97633368	ENSG00000136925.15	0.46	3
9215	chr9	97633667	97633668	ENSG00000136937.13	0.01	1
9216	chr9	97697356	97697357	ENSG00000136936.10	0.88	4
9217	chr9	97922569	97922570	ENSG00000136932.13	0.05	4
9218	chr9	97944855	97944856	ENSG00000136929.13	0.05	3
9219	chr9	97983340	97983341	ENSG00000136938.9	0.52	2
9220	chr9	98056731	98056732	ENSG00000095380.11	0.51	2
9221	chr9	98115884	98115885	ENSG00000274011.1	0.06999999999999999	4
9222	chr9	98119221	98119222	ENSG00000106785.15	0.0	0
9223	chr9	98192636	98192637	ENSG00000106789.13	0.01	1
9224	chr9	98255648	98255649	ENSG00000095383.20	0.08	4
9225	chr9	98796964	98796965	ENSG00000165138.18	0.01	4
9226	chr9	98807669	98807670	ENSG00000119514.7	0.11	3
9227	chr9	99104037	99104038	ENSG00000106799.13	0.02	5
9228	chr9	99221941	99221942	ENSG00000119523.10	0.0	0
9229	chr9	99222063	99222064	ENSG00000106803.10	0.33	2
9230	chr9	99821854	99821855	ENSG00000119508.18	0.42000000000000004	5
9231	chr9	99906600	99906601	ENSG00000255145.2	0.01	3
9232	chr9	99906653	99906654	ENSG00000136874.11	0.0	0
9233	chr9	99999068	99999069	ENSG00000234709.2	0.0	0
9234	chr9	100098999	100099000	ENSG00000023318.8	0.01	2
9235	chr9	100099242	100099243	ENSG00000119509.13	0.34	3
9236	chr9	100175177	100175178	ENSG00000231697.3	0.03	1
9237	chr9	100352941	100352942	ENSG00000136891.14	0.0	0
9238	chr9	100427155	100427156	ENSG00000066697.14	0.0	0
9239	chr9	101398617	101398618	ENSG00000136897.8	0.65	3
9240	chr9	101398872	101398873	ENSG00000136870.10	0.060000000000000005	4
9241	chr9	101533852	101533853	ENSG00000155827.12	0.64	5
9242	chr9	104094259	104094260	ENSG00000136824.19	0.01	3
9243	chr9	104747682	104747683	ENSG00000136783.10	0.04	1
9244	chr9	104764128	104764129	ENSG00000165028.12	0.01	3
9245	chr9	104927552	104927553	ENSG00000226334.1	0.11	3
9246	chr9	104928154	104928155	ENSG00000165029.16	0.01	1
9247	chr9	104991780	104991781	ENSG00000230013.1	0.0	0
9248	chr9	105244621	105244622	ENSG00000070214.16	0.0	0
9249	chr9	105447795	105447796	ENSG00000106701.12	0.06999999999999999	1
9250	chr9	105520127	105520128	ENSG00000229419.1	0.04	3
9251	chr9	105558129	105558130	ENSG00000106692.14	0.09999999999999999	5
9252	chr9	105694540	105694541	ENSG00000095209.12	0.0	0
9253	chr9	105710780	105710781	ENSG00000228366.1	0.0	0
9254	chr9	105993309	105993310	ENSG00000234323.6	0.02	1
9255	chr9	106863165	106863166	ENSG00000148143.13	0.01	4
9256	chr9	107283136	107283137	ENSG00000119318.13	0.03	3
9257	chr9	107490481	107490482	ENSG00000136826.15	0.27	2
9258	chr9	108040212	108040213	ENSG00000213557.4	0.0	0
9259	chr9	108934123	108934124	ENSG00000070061.15	0.0	0
9260	chr9	108934399	108934400	ENSG00000119328.12	0.0	0
9261	chr9	109013521	109013522	ENSG00000119326.15	0.0	0
9262	chr9	109119946	109119947	ENSG00000106771.13	0.14	4
9263	chr9	110048597	110048598	ENSG00000241978.9	0.12	3
9264	chr9	110256506	110256507	ENSG00000136810.13	0.0	0
9265	chr9	111038457	111038458	ENSG00000198121.13	0.02	5
9266	chr9	111484744	111484745	ENSG00000136813.14	0.01	4
9267	chr9	111525158	111525159	ENSG00000173258.12	0.0	0
9268	chr9	111599892	111599893	ENSG00000106853.20	0.0	0
9269	chr9	111631333	111631334	ENSG00000059769.20	0.01	2
9270	chr9	111661604	111661605	ENSG00000242616.4	0.0	0
9271	chr9	111795007	111795008	ENSG00000165181.16	0.64	5
9272	chr9	111896813	111896814	ENSG00000148154.10	0.01	3
9273	chr9	112037729	112037730	ENSG00000259953.1	0.03	3
9274	chr9	112173970	112173971	ENSG00000225513.1	0.0	0
9275	chr9	112175407	112175408	ENSG00000106868.16	0.02	2
9276	chr9	112333666	112333667	ENSG00000119314.15	0.01	4
9277	chr9	112380079	112380080	ENSG00000119471.15	0.0	0
9278	chr9	112486846	112486847	ENSG00000165185.14	0.11	5
9279	chr9	112487203	112487204	ENSG00000230185.4	0.01	1
9280	chr9	112718148	112718149	ENSG00000148153.14	0.0	0
9281	chr9	112750759	112750760	ENSG00000148158.17	0.04	4
9282	chr9	112885157	112885158	ENSG00000271631.1	0.01	5
9283	chr9	112890875	112890876	ENSG00000119457.8	0.0	0
9284	chr9	113012226	113012227	ENSG00000228623.6	0.02	3
9285	chr9	113056758	113056759	ENSG00000136866.13	0.0	0
9286	chr9	113113072	113113073	ENSG00000231528.2	0.0	0
9287	chr9	113150975	113150976	ENSG00000136867.11	0.0	0
9288	chr9	113221317	113221318	ENSG00000119321.9	0.14	1
9289	chr9	113221543	113221544	ENSG00000136868.11	0.04	4
9290	chr9	113275342	113275343	ENSG00000136875.12	0.0	0
9291	chr9	113275571	113275572	ENSG00000176386.9	0.03	3
9292	chr9	113349540	113349541	ENSG00000119411.11	0.09999999999999999	4
9293	chr9	113376998	113376999	ENSG00000119431.9	0.02	1
9294	chr9	113401289	113401290	ENSG00000148218.16	0.04	2
9295	chr9	113410053	113410054	ENSG00000157653.11	0.0	0
9296	chr9	113410674	113410675	ENSG00000148229.13	0.02	2
9297	chr9	113444730	113444731	ENSG00000138835.22	0.01	3
9298	chr9	113876281	113876282	ENSG00000157657.14	0.01	2
9299	chr9	114155536	114155537	ENSG00000196739.15	0.03	5
9300	chr9	114323055	114323056	ENSG00000229314.5	0.28	3
9301	chr9	114329868	114329869	ENSG00000228278.4	0.02	4
9302	chr9	114394404	114394405	ENSG00000106948.16	0.0	0
9303	chr9	114398502	114398503	ENSG00000235119.1	0.01	4
9304	chr9	114505472	114505473	ENSG00000095397.14	0.0	0
9305	chr9	114587768	114587769	ENSG00000136888.7	0.06999999999999999	4
9306	chr9	114611205	114611206	ENSG00000157693.15	0.0	0
9307	chr9	114930594	114930595	ENSG00000106952.7	0.01	5
9308	chr9	116687301	116687302	ENSG00000119401.10	0.03	2
9309	chr9	117415069	117415070	ENSG00000148219.16	0.01	4
9310	chr9	117704174	117704175	ENSG00000136869.15	0.02	1
9311	chr9	117759454	117759455	ENSG00000284977.1	0.02	3
9312	chr9	118083381	118083382	ENSG00000234782.3	0.01	4
9313	chr9	120580169	120580170	ENSG00000136861.18	0.09999999999999999	4
9314	chr9	120714469	120714470	ENSG00000106780.9	0.01	1
9315	chr9	120792402	120792403	ENSG00000214654.8	0.0	0
9316	chr9	120793415	120793416	ENSG00000119402.17	0.0	0
9317	chr9	120824827	120824828	ENSG00000226752.9	0.05	5
9318	chr9	120842950	120842951	ENSG00000095261.14	0.27	5
9319	chr9	120894895	120894896	ENSG00000119403.15	0.0	0
9320	chr9	120929172	120929173	ENSG00000056558.11	0.0	0
9321	chr9	121050275	121050276	ENSG00000106804.7	0.5	1
9322	chr9	121074862	121074863	ENSG00000119397.16	0.06999999999999999	3
9323	chr9	121207793	121207794	ENSG00000148180.19	0.0	0
9324	chr9	121223013	121223014	ENSG00000119396.11	0.01	5
9325	chr9	121285529	121285530	ENSG00000235865.2	0.0	0
9326	chr9	121369905	121369906	ENSG00000227355.2	0.0	0
9327	chr9	121370303	121370304	ENSG00000148175.12	0.35000000000000003	4
9328	chr9	121500026	121500027	ENSG00000204136.10	0.01	2
9329	chr9	121567056	121567057	ENSG00000136848.17	0.0	0
9330	chr9	121819451	121819452	ENSG00000261534.1	0.0	0
9331	chr9	122093605	122093606	ENSG00000175764.14	0.08	2
9332	chr9	122159778	122159779	ENSG00000119421.7	0.0	0
9333	chr9	122264602	122264603	ENSG00000148187.18	0.01	5
9334	chr9	122264839	122264840	ENSG00000119446.14	0.0	0
9335	chr9	122370529	122370530	ENSG00000095303.16	0.22	5
9336	chr9	122372604	122372605	ENSG00000269970.1	0.01	5
9337	chr9	122403406	122403407	ENSG00000234156.2	0.0	0
9338	chr9	122828630	122828631	ENSG00000136940.13	0.0	0
9339	chr9	122905358	122905359	ENSG00000056586.16	0.01	5
9340	chr9	122913322	122913323	ENSG00000186130.5	0.0	0
9341	chr9	122931511	122931512	ENSG00000171448.9	0.01	5
9342	chr9	122937622	122937623	ENSG00000261094.2	0.0	0
9343	chr9	122940832	122940833	ENSG00000011454.17	0.02	3
9344	chr9	123115476	123115477	ENSG00000236901.6	0.0	0
9345	chr9	123268575	123268576	ENSG00000165209.18	0.0	0
9346	chr9	123356169	123356170	ENSG00000148204.12	0.89	2
9347	chr9	123930151	123930152	ENSG00000119522.16	0.0	0
9348	chr9	124257605	124257606	ENSG00000119408.16	0.0	0
9349	chr9	124415443	124415444	ENSG00000136930.13	0.0	0
9350	chr9	124658466	124658467	ENSG00000224020.1	0.0	0
9351	chr9	124770122	124770123	ENSG00000236643.1	0.0	0
9352	chr9	124771310	124771311	ENSG00000148200.17	0.0	0
9353	chr9	124777132	124777133	ENSG00000185585.20	0.0	0
9354	chr9	124861960	124861961	ENSG00000136942.15	0.0	0
9355	chr9	124862129	124862130	ENSG00000136950.13	0.0	0
9356	chr9	124948012	124948013	ENSG00000136935.13	0.03	5
9357	chr9	125143495	125143496	ENSG00000173611.17	0.03	4
9358	chr9	125150652	125150653	ENSG00000232630.1	0.0	0
9359	chr9	125189938	125189939	ENSG00000119414.11	0.0	0
9360	chr9	125200541	125200542	ENSG00000136933.16	0.49	1
9361	chr9	125241342	125241343	ENSG00000044574.8	0.0	0
9362	chr9	125261793	125261794	ENSG00000165219.21	0.09	3
9363	chr9	125707233	125707234	ENSG00000119487.17	0.0	0
9364	chr9	125747344	125747345	ENSG00000167081.17	0.0	0
9365	chr9	126326828	126326829	ENSG00000196814.15	0.0	0
9366	chr9	126518839	126518840	ENSG00000279137.1	0.0	0
9367	chr9	126805005	126805006	ENSG00000169155.10	0.01	4
9368	chr9	126860664	126860665	ENSG00000177125.5	0.0	0
9369	chr9	126914773	126914774	ENSG00000136828.19	0.06999999999999999	3
9370	chr9	127224264	127224265	ENSG00000136895.19	0.0	0
9371	chr9	127397137	127397138	ENSG00000136856.17	0.01	5
9372	chr9	127424373	127424374	ENSG00000196152.10	0.060000000000000005	5
9373	chr9	127451405	127451406	ENSG00000197958.13	0.0	0
9374	chr9	127451485	127451486	ENSG00000148356.13	0.5800000000000001	2
9375	chr9	127578988	127578989	ENSG00000136830.12	0.0	0
9376	chr9	127579369	127579370	ENSG00000136854.21	0.01	5
9377	chr9	127690839	127690840	ENSG00000279571.3	0.02	3
9378	chr9	127706987	127706988	ENSG00000160401.15	0.060000000000000005	2
9379	chr9	127716078	127716079	ENSG00000167094.16	0.01	1
9380	chr9	127724872	127724873	ENSG00000187024.14	0.8	5
9381	chr9	127735312	127735313	ENSG00000160404.18	0.01	5
9382	chr9	127754533	127754534	ENSG00000286196.1	0.01	3
9383	chr9	127778709	127778710	ENSG00000095370.20	0.0	0
9384	chr9	127785678	127785679	ENSG00000136807.13	0.02	3
9385	chr9	127794596	127794597	ENSG00000136877.14	0.03	2
9386	chr9	127816065	127816066	ENSG00000225032.5	0.0	0
9387	chr9	127854755	127854756	ENSG00000106991.13	0.0	0
9388	chr9	127877674	127877675	ENSG00000106992.19	0.02	3
9389	chr9	127905407	127905408	ENSG00000160408.14	0.01	1
9390	chr9	127917040	127917041	ENSG00000136840.19	0.0	0
9391	chr9	127930784	127930785	ENSG00000167103.12	0.0	0
9392	chr9	127934502	127934503	ENSG00000227218.7	0.03	5
9393	chr9	127938483	127938484	ENSG00000136908.17	0.01	1
9394	chr9	127980988	127980989	ENSG00000167106.12	0.23	4
9395	chr9	128068200	128068201	ENSG00000148339.12	0.0	0
9396	chr9	128068205	128068206	ENSG00000171169.9	0.0	0
9397	chr9	128118692	128118693	ENSG00000234771.3	0.060000000000000005	1
9398	chr9	128128461	128128462	ENSG00000148334.15	0.04	3
9399	chr9	128128528	128128529	ENSG00000232850.3	0.01	1
9400	chr9	128149070	128149071	ENSG00000148346.12	0.05	3
9401	chr9	128160264	128160265	ENSG00000171159.5	0.02	5
9402	chr9	128191654	128191655	ENSG00000106976.20	0.0	0
9403	chr9	128204382	128204383	ENSG00000148337.21	0.01	1
9404	chr9	128275378	128275379	ENSG00000175854.12	0.01	3
9405	chr9	128275994	128275995	ENSG00000167110.17	0.03	5
9406	chr9	128316336	128316337	ENSG00000272696.1	0.09999999999999999	5
9407	chr9	128322446	128322447	ENSG00000167112.10	0.0	0
9408	chr9	128322543	128322544	ENSG00000167113.11	0.01	3
9409	chr9	128340526	128340527	ENSG00000167114.13	0.0	0
9410	chr9	128342152	128342153	ENSG00000223551.1	0.0	0
9411	chr9	128371318	128371319	ENSG00000167118.10	0.04	1
9412	chr9	128393509	128393510	ENSG00000207955.5	0.03	4
9413	chr9	128411750	128411751	ENSG00000167123.19	0.01	3
9414	chr9	128455185	128455186	ENSG00000136811.16	0.01	1
9415	chr9	128473011	128473012	ENSG00000225951.1	0.0	0
9416	chr9	128504699	128504700	ENSG00000119392.14	0.03	4
9417	chr9	128552409	128552410	ENSG00000228395.1	0.0	0
9418	chr9	128552557	128552558	ENSG00000197694.15	0.01	5
9419	chr9	128631684	128631685	ENSG00000280758.1	0.01	3
9420	chr9	128656786	128656787	ENSG00000119333.11	0.49	4
9421	chr9	128663577	128663578	ENSG00000234705.1	0.0	0
9422	chr9	128683423	128683424	ENSG00000119335.16	0.0	0
9423	chr9	128702502	128702503	ENSG00000160447.7	0.05	1
9424	chr9	128724126	128724127	ENSG00000160446.19	0.0	0
9425	chr9	128724444	128724445	ENSG00000223478.1	0.05	2
9426	chr9	128772413	128772414	ENSG00000160445.11	0.0	0
9427	chr9	128787252	128787253	ENSG00000107021.16	0.18000000000000002	3
9428	chr9	128818499	128818500	ENSG00000167136.7	0.0	0
9429	chr9	128829793	128829794	ENSG00000198917.13	0.05	4
9430	chr9	128882111	128882112	ENSG00000136802.11	0.0	0
9431	chr9	128882493	128882494	ENSG00000171097.14	0.04	4
9432	chr9	128920965	128920966	ENSG00000175287.19	0.02	1
9433	chr9	128947618	128947619	ENSG00000175283.7	0.01	5
9434	chr9	128947698	128947699	ENSG00000095319.14	0.01	3
9435	chr9	129004997	129004998	ENSG00000267834.1	0.0	0
9436	chr9	129028302	129028303	ENSG00000148341.17	0.01	5
9437	chr9	129036620	129036621	ENSG00000148343.18	0.0	0
9438	chr9	129081110	129081111	ENSG00000167130.18	0.060000000000000005	1
9439	chr9	129110949	129110950	ENSG00000119383.19	0.01	1
9440	chr9	129111188	129111189	ENSG00000095321.17	0.0	0
9441	chr9	129176770	129176771	ENSG00000204055.4	0.06999999999999999	4
9442	chr9	129178261	129178262	ENSG00000188483.7	0.02	2
9443	chr9	129282457	129282458	ENSG00000224307.1	0.03	3
9444	chr9	129321015	129321016	ENSG00000179082.3	0.0	0
9445	chr9	129332299	129332300	ENSG00000233901.5	0.01	5
9446	chr9	129482537	129482538	ENSG00000261334.1	0.0	0
9447	chr9	129483450	129483451	ENSG00000204054.13	0.0	0
9448	chr9	129506432	129506433	ENSG00000286078.1	0.04	5
9449	chr9	129608883	129608884	ENSG00000148335.14	0.01	4
9450	chr9	129642168	129642169	ENSG00000148331.12	0.32	1
9451	chr9	129753041	129753042	ENSG00000148344.11	0.02	3
9452	chr9	129803156	129803157	ENSG00000136816.16	0.0	0
9453	chr9	129824243	129824244	ENSG00000136827.12	0.02	3
9454	chr9	129834697	129834698	ENSG00000136878.13	0.0	0
9455	chr9	129835862	129835863	ENSG00000136819.15	0.01	2
9456	chr9	130043193	130043194	ENSG00000187239.17	0.01	3
9457	chr9	130044712	130044713	ENSG00000270755.1	0.02	1
9458	chr9	130053425	130053426	ENSG00000148358.19	0.0	0
9459	chr9	130172403	130172404	ENSG00000107130.10	0.01	2
9460	chr9	130444928	130444929	ENSG00000130707.17	0.01	4
9461	chr9	130578964	130578965	ENSG00000107164.16	0.0	0
9462	chr9	130693720	130693721	ENSG00000130713.16	0.01	5
9463	chr9	130713945	130713946	ENSG00000097007.18	0.4	3
9464	chr9	130896811	130896812	ENSG00000188710.2	0.0	0
9465	chr9	130939285	130939286	ENSG00000130720.13	0.01	2
9466	chr9	131009173	131009174	ENSG00000050555.18	0.0	0
9467	chr9	131125585	131125586	ENSG00000126883.17	0.01	1
9468	chr9	131167504	131167505	ENSG00000236986.6	0.0	0
9469	chr9	131194204	131194205	ENSG00000246851.1	0.0	0
9470	chr9	131276509	131276510	ENSG00000126882.13	0.02	4
9471	chr9	131289458	131289459	ENSG00000160539.6	0.0	0
9472	chr9	131373635	131373636	ENSG00000130723.20	0.0	0
9473	chr9	131500190	131500191	ENSG00000176868.2	0.0	0
9474	chr9	131502901	131502902	ENSG00000130714.16	0.01	4
9475	chr9	131522228	131522229	ENSG00000230289.1	0.0	0
9476	chr9	131531263	131531264	ENSG00000130717.13	0.03	2
9477	chr9	131545513	131545514	ENSG00000283526.1	0.0	0
9478	chr9	131725466	131725467	ENSG00000240853.3	0.0	0
9479	chr9	131740073	131740074	ENSG00000107263.18	0.68	2
9480	chr9	132079866	132079867	ENSG00000160563.14	0.0	0
9481	chr9	132161675	132161676	ENSG00000196358.11	0.0	0
9482	chr9	132354985	132354986	ENSG00000107290.14	0.16	4
9483	chr9	132406850	132406851	ENSG00000125482.13	0.04	4
9484	chr9	132670034	132670035	ENSG00000125484.12	0.01	2
9485	chr9	132670400	132670401	ENSG00000125485.17	0.05	1
9486	chr9	132770211	132770212	ENSG00000224992.2	0.060000000000000005	2
9487	chr9	132878026	132878027	ENSG00000165698.16	0.0	0
9488	chr9	132878776	132878777	ENSG00000165695.9	0.18000000000000002	1
9489	chr9	132943999	132944000	ENSG00000165702.14	0.0	0
9490	chr9	132946873	132946874	ENSG00000165699.14	0.32	5
9491	chr9	133019485	133019486	ENSG00000196205.8	0.060000000000000005	5
9492	chr9	133030674	133030675	ENSG00000148308.17	0.35000000000000003	3
9493	chr9	133061977	133061978	ENSG00000170835.14	0.01	4
9494	chr9	133149333	133149334	ENSG00000160271.16	0.13	3
9495	chr9	133163918	133163919	ENSG00000148288.13	0.01	2
9496	chr9	133276023	133276024	ENSG00000175164.15	0.0	0
9497	chr9	133336187	133336188	ENSG00000148296.7	0.01	3
9498	chr9	133348130	133348131	ENSG00000148297.15	0.05	2
9499	chr9	133348217	133348218	ENSG00000148303.17	0.04	2
9500	chr9	133356549	133356550	ENSG00000148291.10	0.17	4
9501	chr9	133356675	133356676	ENSG00000148290.10	0.02	4
9502	chr9	133376165	133376166	ENSG00000148248.14	0.06999999999999999	3
9503	chr9	133376366	133376367	ENSG00000198870.7	0.02	1
9504	chr9	133414357	133414358	ENSG00000160323.18	0.0	0
9505	chr9	133418095	133418096	ENSG00000148300.12	0.04	1
9506	chr9	133459964	133459965	ENSG00000160325.14	0.03	2
9507	chr9	133479126	133479127	ENSG00000160326.14	0.78	1
9508	chr9	133635347	133635348	ENSG00000123454.11	0.01	5
9509	chr9	133657312	133657313	ENSG00000225756.1	0.0	0
9510	chr9	133739954	133739955	ENSG00000123453.18	0.0	0
9511	chr9	133992603	133992604	ENSG00000160293.17	0.01	3
9512	chr9	134025480	134025481	ENSG00000235106.10	0.01	5
9513	chr9	134054289	134054290	ENSG00000235138.1	0.0	0
9514	chr9	134068534	134068535	ENSG00000169925.16	0.08	5
9515	chr9	134135364	134135365	ENSG00000196363.9	0.0	0
9516	chr9	134326454	134326455	ENSG00000186350.11	0.01	5
9517	chr9	134641773	134641774	ENSG00000130635.15	0.05	5
9518	chr9	134917911	134917912	ENSG00000085265.11	0.01	3
9519	chr9	135075421	135075422	ENSG00000130558.19	0.02	1
9520	chr9	135479078	135479079	ENSG00000196422.11	0.0	0
9521	chr9	135499983	135499984	ENSG00000122140.11	0.48000000000000004	5
9522	chr9	135501733	135501734	ENSG00000160345.13	0.0	0
9523	chr9	135506446	135506447	ENSG00000226706.1	0.01	1
9524	chr9	135702184	135702185	ENSG00000107147.13	0.01	2
9525	chr9	135907545	135907546	ENSG00000130559.19	0.16	1
9526	chr9	135907811	135907812	ENSG00000238058.2	0.02	3
9527	chr9	135961379	135961380	ENSG00000130560.8	0.16	1
9528	chr9	136095288	136095289	ENSG00000148411.8	0.15000000000000002	1
9529	chr9	136109423	136109424	ENSG00000260193.1	0.03	4
9530	chr9	136118874	136118875	ENSG00000238227.8	0.0	0
9531	chr9	136245840	136245841	ENSG00000165661.16	0.19	2
9532	chr9	136306900	136306901	ENSG00000260220.6	0.0	0
9533	chr9	136327475	136327476	ENSG00000160360.13	0.04	5
9534	chr9	136363743	136363744	ENSG00000213221.5	0.08	3
9535	chr9	136373680	136373681	ENSG00000187796.14	0.0	0
9536	chr9	136400167	136400168	ENSG00000165684.4	0.01	3
9537	chr9	136410613	136410614	ENSG00000165689.17	0.05	3
9538	chr9	136410657	136410658	ENSG00000165688.12	0.0	0
9539	chr9	136439844	136439845	ENSG00000148384.13	0.0	0
9540	chr9	136483494	136483495	ENSG00000196366.3	0.03	1
9541	chr9	136483758	136483759	ENSG00000148396.18	0.0	0
9542	chr9	136542880	136542881	ENSG00000227512.1	0.0	0
9543	chr9	136546047	136546048	ENSG00000148400.11	0.02	1
9544	chr9	136546211	136546212	ENSG00000237886.1	0.49	2
9545	chr9	136617180	136617181	ENSG00000279141.3	0.03	3
9546	chr9	136658855	136658856	ENSG00000172889.16	0.01	2
9547	chr9	136687456	136687457	ENSG00000169692.13	0.12	5
9548	chr9	136712571	136712572	ENSG00000165716.11	0.03	4
9549	chr9	136728183	136728184	ENSG00000233016.6	0.01	1
9550	chr9	136742958	136742959	ENSG00000187922.13	0.060000000000000005	1
9551	chr9	136758542	136758543	ENSG00000204001.9	0.0	0
9552	chr9	136791343	136791344	ENSG00000244187.8	0.48000000000000004	1
9553	chr9	136796349	136796350	ENSG00000213213.13	0.21000000000000002	2
9554	chr9	136807942	136807943	ENSG00000196642.19	0.0	0
9555	chr9	136808847	136808848	ENSG00000228544.1	0.01	2
9556	chr9	136815535	136815536	ENSG00000213212.3	0.01	1
9557	chr9	136844414	136844415	ENSG00000232434.2	0.01	3
9558	chr9	136848723	136848724	ENSG00000054148.17	0.06999999999999999	1
9559	chr9	136850942	136850943	ENSG00000177943.14	0.12	1
9560	chr9	136866307	136866308	ENSG00000107223.13	0.0	0
9561	chr9	136881911	136881912	ENSG00000127191.18	0.03	4
9562	chr9	136935839	136935840	ENSG00000213590.2	0.060000000000000005	4
9563	chr9	136937987	136937988	ENSG00000260190.1	0.0	0
9564	chr9	136944737	136944738	ENSG00000159069.14	0.11	3
9565	chr9	136945242	136945243	ENSG00000176919.12	0.0	0
9566	chr9	136949550	136949551	ENSG00000184925.12	0.0	0
9567	chr9	136975091	136975092	ENSG00000107317.13	0.01	2
9568	chr9	136982992	136982993	ENSG00000214402.6	0.03	2
9569	chr9	136992421	136992422	ENSG00000148362.11	0.0	0
9570	chr9	136996802	136996803	ENSG00000169583.12	0.39	5
9571	chr9	137027463	137027464	ENSG00000180539.7	0.14	3
